epoch,time,loss
0,0.5573570728302002,17.273149490356445
0,0.2719898223876953,15.240694999694824
0,0.27900075912475586,13.537351608276367
0,0.3130960464477539,11.247986793518066
0,0.2673802375793457,9.46534538269043
0,0.2944314479827881,7.71589994430542
0,0.2943401336669922,6.554434776306152
0,0.273144006729126,6.419188499450684
0,0.3173408508300781,5.664849281311035
0,0.3050258159637451,5.855495452880859
0,0.2910449504852295,5.4848551750183105
0,0.300093412399292,5.891127586364746
0,0.27870798110961914,6.06004524230957
0,0.2999262809753418,5.973423004150391
0,0.29981422424316406,5.886553764343262
0,0.272418737411499,5.709765434265137
0,0.27137017250061035,5.583763122558594
0,0.2672758102416992,5.726076602935791
0,0.2831566333770752,5.33778190612793
0,0.29203033447265625,6.159576416015625
0,0.29160046577453613,5.5196533203125
0,0.2830181121826172,6.2818145751953125
0,0.2958095073699951,5.319187164306641
0,0.2740144729614258,5.762667179107666
0,0.30206775665283203,5.6226348876953125
0,0.28122568130493164,5.406092643737793
0,0.3064897060394287,5.732022285461426
0,0.313431978225708,5.865496635437012
0,0.2891252040863037,5.333982944488525
0,0.3039252758026123,5.815346717834473
0,0.27924561500549316,5.922005653381348
0,0.2659263610839844,5.460786819458008
0,0.2958037853240967,5.364734649658203
0,0.2669856548309326,5.30563497543335
0,0.26824235916137695,5.7749247550964355
0,0.2731893062591553,5.540935516357422
0,0.26631784439086914,5.400436878204346
0,0.27834272384643555,5.394876480102539
0,0.2793440818786621,5.394964694976807
0,0.2890818119049072,5.374646186828613
0,0.3003044128417969,5.308244705200195
0,0.2729504108428955,5.5218610763549805
0,0.27988433837890625,5.124952793121338
0,0.2906076908111572,5.059882164001465
0,0.27405452728271484,5.133521556854248
0,0.28804612159729004,4.872400760650635
0,0.2829761505126953,5.010741710662842
0,0.27440690994262695,4.908361434936523
0,0.281111478805542,4.766237258911133
0,0.28282594680786133,4.6409711837768555
0,0.2665886878967285,4.340724945068359
0,0.2836952209472656,4.394437789916992
0,0.273684024810791,4.5089592933654785
0,0.28527331352233887,4.296097278594971
0,0.2823753356933594,4.523597717285156
0,0.30368733406066895,4.093660831451416
0,0.28121352195739746,4.411278247833252
0,0.26688051223754883,4.3822855949401855
0,0.2893097400665283,4.217718124389648
0,0.2938687801361084,3.9242658615112305
0,0.27477502822875977,4.337249755859375
0,0.30374717712402344,4.35532808303833
0,0.30957555770874023,4.257087707519531
0,0.3092527389526367,4.324928283691406
0,0.2915222644805908,3.940913438796997
0,0.2643730640411377,4.057870864868164
0,0.2820315361022949,4.01936149597168
0,0.27820873260498047,4.176486492156982
0,0.2772550582885742,4.096908092498779
