epoch,time,loss,loss_classifier,loss_box_reg,loss_objectness,loss_rpn_box_reg
0,0.7056944370269775,1.3823083639144897,1.062185525894165,0.29008397459983826,0.02146056853234768,0.008578351698815823
0,0.6483736038208008,0.7571603059768677,0.4713565409183502,0.2598974406719208,0.01942247524857521,0.00648382306098938
0,0.6361579895019531,0.4425307512283325,0.21163401007652283,0.20019109547138214,0.02378169074654579,0.006923943758010864
0,0.6662740707397461,0.41423091292381287,0.20568367838859558,0.17936614155769348,0.019669754430651665,0.00951136089861393
0,0.6438641548156738,0.45359641313552856,0.2543804347515106,0.18236489593982697,0.008664845488965511,0.008186235092580318
0,0.6607062816619873,0.7621750235557556,0.44374290108680725,0.25727200508117676,0.04948142170906067,0.011678782291710377
0,0.6300947666168213,0.7583197951316833,0.37391024827957153,0.23415756225585938,0.12526369094848633,0.024988312274217606
0,0.6247868537902832,0.6425118446350098,0.35414570569992065,0.23449623584747314,0.04382893070578575,0.01004097517579794
0,0.6265895366668701,0.46129587292671204,0.2103186547756195,0.18034473061561584,0.05716678127646446,0.013465712778270245
0,0.6256957054138184,0.36734285950660706,0.156803160905838,0.17383728921413422,0.027839435264468193,0.008862991817295551
0,0.625056266784668,0.3609848618507385,0.14231739938259125,0.16750527918338776,0.03945033624768257,0.011711832135915756
0,0.6273097991943359,0.363974392414093,0.13077625632286072,0.17452137172222137,0.04604408144950867,0.012632690370082855
0,0.6272647380828857,0.5193893909454346,0.21205075085163116,0.24947504699230194,0.04853948578238487,0.009324118494987488
0,0.6248054504394531,0.4589410722255707,0.143244668841362,0.1685873121023178,0.11773031949996948,0.029378771781921387
0,0.6266040802001953,0.46952569484710693,0.17201727628707886,0.24237851798534393,0.048286743462085724,0.006843134760856628
0,0.6870832443237305,0.4046803116798401,0.15076756477355957,0.21047906577587128,0.0330839566886425,0.01034972071647644
0,0.6480371952056885,0.33695170283317566,0.12114503234624863,0.17127834260463715,0.03747528791427612,0.0070530506782233715
0,0.626746416091919,0.3379445970058441,0.11144164949655533,0.1663920134305954,0.04340605065226555,0.016704898327589035
0,0.6246306896209717,0.2741274833679199,0.09258999675512314,0.14954574406147003,0.019419657066464424,0.012572071515023708
0,0.623023509979248,0.32867249846458435,0.1158316507935524,0.16970442235469818,0.03150562569499016,0.011630803346633911
0,0.6292788982391357,0.38380226492881775,0.14171652495861053,0.2111392766237259,0.01989896409213543,0.01104749832302332
0,0.6225054264068604,0.4126668870449066,0.14705753326416016,0.20605523884296417,0.03929892182350159,0.02025521546602249
0,0.6224136352539062,0.256611168384552,0.0776297077536583,0.13706278800964355,0.0333731435239315,0.008545509539544582
0,0.6228072643280029,0.3154771327972412,0.10254336893558502,0.18004164099693298,0.02484319731593132,0.008048920892179012
0,0.6226670742034912,0.28173840045928955,0.09732182323932648,0.16020821034908295,0.01889246515929699,0.005315909627825022
0,0.6231033802032471,0.27024710178375244,0.10236366093158722,0.14272050559520721,0.01767726056277752,0.007485696580260992
0,0.6275656223297119,0.28369155526161194,0.10446774959564209,0.15114006400108337,0.01979576051235199,0.008287991397082806
0,0.624375581741333,0.7969695329666138,0.16789904236793518,0.23501181602478027,0.2535012662410736,0.1405574381351471
0,0.6219003200531006,0.18657183647155762,0.059473663568496704,0.1030719056725502,0.012964545749127865,0.011061729863286018
0,0.6252684593200684,0.3486279249191284,0.10010319948196411,0.1665574014186859,0.06048564985394478,0.021481651812791824
0,0.6245968341827393,0.4026813209056854,0.1421426236629486,0.2039603441953659,0.030223796144127846,0.026354575529694557
0,0.6216528415679932,0.2327173501253128,0.07463457435369492,0.12478399276733398,0.026895863935351372,0.006402910687029362
0,0.6216554641723633,0.2673717439174652,0.08496265113353729,0.1312822550535202,0.041517723351716995,0.009609097614884377
0,0.6260018348693848,0.41196563839912415,0.06169205904006958,0.09296590089797974,0.19864939153194427,0.058658283203840256
0,0.6212713718414307,0.2764534056186676,0.09221454709768295,0.13981866836547852,0.03657306730747223,0.007847088389098644
0,0.6238219738006592,0.2623862028121948,0.07782204449176788,0.15457311272621155,0.02344815991818905,0.006542904768139124
0,0.6240992546081543,0.25545352697372437,0.08135465532541275,0.14847688376903534,0.020557448267936707,0.0050645326264202595
0,0.622819185256958,0.2147599160671234,0.06362749636173248,0.11708124727010727,0.029432004317641258,0.004619182087481022
0,0.6237499713897705,0.2862321138381958,0.08875946700572968,0.14823880791664124,0.03603469207882881,0.01319915521889925
0,0.6249275207519531,0.33490878343582153,0.11864887177944183,0.18861937522888184,0.01719600521028042,0.010444535873830318
0,0.6228268146514893,0.2865762412548065,0.100001260638237,0.15789330005645752,0.02191552147269249,0.006766136270016432
0,0.6249346733093262,0.4194459617137909,0.16263297200202942,0.18332776427268982,0.049392133951187134,0.02409309335052967
0,0.6263043880462646,0.2090359628200531,0.06765377521514893,0.11387685686349869,0.023530352860689163,0.00397499417886138
